index,session_id,total_pages,avg_scroll_depth,avg_mouse_movements,avg_time_on_page,user_id,first_timestamp,last_timestamp,session_duration_sec,requests_per_sec,bot_score,classification,actual_label,if_baseline_pred,if_baseline_bot,pages_per_min,scroll_per_sec,if_pred,if_anomaly_score,if_bot,svm_pred,svm_bot,final_bot
211,S000212,14,72.0,95.07142857142856,93.64285714285714,U0212,2024-01-10 15:12:50.000000,2024-01-10 15:19:20.000000,390.0,0.0358974358974358,0,Human,Human,1,0,2.1538461538461537,0.18461538461538463,1,-0.414017980059786,0,1,0,0
212,S000213,12,66.41666666666667,113.16666666666669,91.0,U0213,2024-01-19 06:10:49.000000,2024-01-19 06:16:19.000000,330.0,0.0363636363636363,0,Human,Human,1,0,2.1818181818181817,0.20126262626262628,1,-0.39647803318299846,0,1,0,0
213,S000214,6,63.66666666666666,99.83333333333331,127.33333333333331,U0214,2024-01-09 08:07:21.000000,2024-01-09 08:09:51.000000,150.0,0.04,0,Human,Human,1,0,2.4,0.4244444444444444,1,-0.45370295117953763,0,1,0,0
214,S000215,6,67.66666666666667,112.5,80.33333333333333,U0215,2024-01-10 02:03:26.000000,2024-01-10 02:05:56.000000,150.0,0.04,0,Human,Human,1,0,2.4,0.45111111111111113,1,-0.43380638401668803,0,1,0,0
215,S000216,5,70.6,107.4,113.2,U0216,2024-01-11 11:02:45.000000,2024-01-11 11:04:45.000000,120.0,0.0416666666666666,0,Human,Human,1,0,2.5,0.5883333333333333,1,-0.4580338570709602,0,1,0,0
216,S000217,15,74.4,101.13333333333334,118.13333333333334,U0217,2024-01-06 13:16:07.000000,2024-01-06 13:23:07.000000,420.0,0.0357142857142857,0,Human,Human,1,0,2.142857142857143,0.17714285714285716,1,-0.4388122765703594,0,1,0,0
217,S000218,10,62.1,121.5,83.6,U0218,2024-01-13 14:07:31.000000,2024-01-13 14:12:01.000000,270.0,0.037037037037037,0,Human,Human,1,0,2.2222222222222223,0.23,1,-0.4252346149190634,0,1,0,0
218,S000219,5,74.8,131.6,107.4,U0219,2024-01-26 18:06:12.000000,2024-01-26 18:08:12.000000,120.0,0.0416666666666666,0,Human,Human,1,0,2.5,0.6233333333333333,1,-0.4908716888891407,0,1,0,0
219,S000220,14,69.0,78.92857142857143,105.42857142857144,U0220,2024-01-20 23:15:18.000000,2024-01-20 23:21:48.000000,390.0,0.0358974358974358,0,Human,Human,1,0,2.1538461538461537,0.17692307692307693,1,-0.4458513628304663,0,-1,1,0
220,S000221,7,70.57142857142857,128.14285714285714,107.71428571428572,U0221,2024-01-17 11:04:58.000000,2024-01-17 11:07:58.000000,180.0,0.0388888888888888,0,Human,Human,1,0,2.3333333333333335,0.39206349206349206,1,-0.43230942749687634,0,1,0,0
221,S000222,10,72.6,133.6,95.7,U0222,2024-01-30 05:10:42.000000,2024-01-30 05:15:12.000000,270.0,0.037037037037037,0,Human,Human,1,0,2.2222222222222223,0.26888888888888884,1,-0.43005488880977066,0,1,0,0
222,S000223,14,65.42857142857143,91.78571428571428,77.64285714285714,U0223,2024-01-03 20:10:29.000000,2024-01-03 20:16:59.000000,390.0,0.0358974358974358,0,Human,Human,1,0,2.1538461538461537,0.16776556776556778,1,-0.43606380714347465,0,1,0,0
223,S000224,3,65.66666666666667,58.66666666666666,80.0,U0224,2024-01-30 17:00:16.000000,2024-01-30 17:01:16.000000,60.0,0.05,0,Human,Human,1,0,3.0,1.0944444444444446,-1,-0.5871199379559071,1,-1,1,1
224,S000225,3,54.333333333333336,136.33333333333334,95.0,U0225,2024-01-18 23:02:20.000000,2024-01-18 23:03:20.000000,60.0,0.05,0,Human,Human,-1,1,3.0,0.9055555555555556,-1,-0.627690355304675,1,-1,1,1
225,S000226,12,69.41666666666667,132.41666666666666,113.58333333333331,U0226,2024-01-09 02:07:51.000000,2024-01-09 02:13:21.000000,330.0,0.0363636363636363,0,Human,Human,1,0,2.1818181818181817,0.21035353535353538,1,-0.4202742574706895,0,1,0,0
226,S000227,12,73.75,105.0,102.33333333333331,U0227,2024-01-22 11:09:14.000000,2024-01-22 11:14:44.000000,330.0,0.0363636363636363,0,Human,Human,1,0,2.1818181818181817,0.22348484848484848,1,-0.40006842796744674,0,1,0,0
227,S000228,6,57.5,94.5,119.0,U0228,2024-01-03 23:05:38.000000,2024-01-03 23:08:08.000000,150.0,0.04,0,Human,Human,1,0,2.4,0.38333333333333336,1,-0.49530107143575197,0,1,0,0
228,S000229,9,62.77777777777778,120.22222222222224,96.33333333333331,U0229,2024-01-17 23:08:37.000000,2024-01-17 23:12:37.000000,240.0,0.0375,0,Human,Human,1,0,2.25,0.26157407407407407,1,-0.42713656596223953,0,1,0,0
229,S000230,13,69.15384615384616,127.6153846153846,94.53846153846152,U0230,2024-01-14 03:12:25.000000,2024-01-14 03:18:25.000000,360.0,0.0361111111111111,0,Human,Human,1,0,2.1666666666666665,0.1920940170940171,1,-0.41188474593169994,0,1,0,0
230,S000231,15,71.26666666666667,88.13333333333334,75.6,U0231,2024-01-18 13:09:58.000000,2024-01-18 13:16:58.000000,420.0,0.0357142857142857,0,Human,Human,1,0,2.142857142857143,0.16968253968253968,1,-0.4493991118883674,0,1,0,0
231,S000232,6,76.66666666666667,83.66666666666667,78.66666666666667,U0232,2024-01-05 03:05:32.000000,2024-01-05 03:08:02.000000,150.0,0.04,0,Human,Human,1,0,2.4,0.5111111111111112,1,-0.48700600485990725,0,1,0,0
232,S000233,7,81.14285714285714,141.14285714285714,72.57142857142857,U0233,2024-01-23 15:05:51.000000,2024-01-23 15:08:51.000000,180.0,0.0388888888888888,0,Human,Human,-1,1,2.3333333333333335,0.45079365079365075,1,-0.5233871106489765,0,1,0,0
233,S000234,15,79.46666666666667,113.66666666666669,92.6,U0234,2024-01-25 09:15:44.000000,2024-01-25 09:22:44.000000,420.0,0.0357142857142857,0,Human,Human,1,0,2.142857142857143,0.1892063492063492,1,-0.4692121042707073,0,1,0,0
234,S000235,8,65.875,138.5,81.875,U0235,2024-01-25 10:08:58.000000,2024-01-25 10:12:28.000000,210.0,0.0380952380952381,0,Human,Human,1,0,2.2857142857142856,0.3136904761904762,1,-0.44525721201029006,0,1,0,0
235,S000236,7,58.42857142857143,158.42857142857142,93.14285714285714,U0236,2024-01-06 06:07:52.000000,2024-01-06 06:10:52.000000,180.0,0.0388888888888888,0,Human,Human,-1,1,2.3333333333333335,0.3246031746031746,-1,-0.5668765574296785,1,-1,1,1
236,S000237,4,59.0,108.0,120.0,U0237,2024-01-17 19:03:47.000000,2024-01-17 19:05:17.000000,90.0,0.0444444444444444,0,Human,Human,1,0,2.6666666666666665,0.6555555555555556,1,-0.534759598858153,0,1,0,0
237,S000238,9,63.888888888888886,107.33333333333331,120.44444444444444,U0238,2024-01-07 07:05:12.000000,2024-01-07 07:09:12.000000,240.0,0.0375,0,Human,Human,1,0,2.25,0.26620370370370366,1,-0.41333196254492977,0,1,0,0
238,S000239,12,67.5,122.91666666666669,92.0,U0239,2024-01-26 00:12:33.000000,2024-01-26 00:18:03.000000,330.0,0.0363636363636363,0,Human,Human,1,0,2.1818181818181817,0.20454545454545456,1,-0.3977691038537583,0,1,0,0
239,S000240,8,69.25,102.5,89.125,U0240,2024-01-13 17:08:26.000000,2024-01-13 17:11:56.000000,210.0,0.0380952380952381,0,Human,Human,1,0,2.2857142857142856,0.32976190476190476,1,-0.41346990877913414,0,1,0,0
240,S000241,4,77.0,106.5,137.25,U0241,2024-01-19 00:03:13.000000,2024-01-19 00:04:43.000000,90.0,0.0444444444444444,0,Human,Human,1,0,2.6666666666666665,0.8555555555555555,1,-0.5173784807158801,0,1,0,0
241,S000242,13,72.07692307692308,115.84615384615384,81.23076923076923,U0242,2024-01-25 01:10:15.000000,2024-01-25 01:16:15.000000,360.0,0.0361111111111111,0,Human,Human,1,0,2.1666666666666665,0.20021367521367522,1,-0.4099391013463275,0,1,0,0
242,S000243,11,78.18181818181819,95.72727272727272,79.63636363636364,U0243,2024-01-30 07:09:59.000000,2024-01-30 07:14:59.000000,300.0,0.0366666666666666,0,Human,Human,1,0,2.2,0.2606060606060606,1,-0.43987021870259935,0,1,0,0
243,S000244,3,63.0,148.0,144.33333333333334,U0244,2024-01-18 07:02:05.000000,2024-01-18 07:03:05.000000,60.0,0.05,0,Human,Human,-1,1,3.0,1.05,-1,-0.6182121489784355,1,-1,1,1
244,S000245,4,62.25,130.5,77.5,U0245,2024-01-08 11:01:53.000000,2024-01-08 11:03:23.000000,90.0,0.0444444444444444,0,Human,Human,1,0,2.6666666666666665,0.6916666666666667,1,-0.5353624756079332,0,1,0,0
245,S000246,9,64.44444444444444,120.11111111111111,88.55555555555556,U0246,2024-01-25 06:04:28.000000,2024-01-25 06:08:28.000000,240.0,0.0375,0,Human,Human,1,0,2.25,0.2685185185185185,1,-0.4138457335123804,0,1,0,0
246,S000247,10,62.7,121.6,70.5,U0247,2024-01-05 15:07:54.000000,2024-01-05 15:12:24.000000,270.0,0.037037037037037,0,Human,Human,1,0,2.2222222222222223,0.23222222222222225,1,-0.4228648215535539,0,1,0,0
247,S000248,7,61.0,101.57142857142856,93.28571428571428,U0248,2024-01-13 08:07:48.000000,2024-01-13 08:10:48.000000,180.0,0.0388888888888888,0,Human,Human,1,0,2.3333333333333335,0.3388888888888889,1,-0.45482635249160813,0,1,0,0
248,S000249,4,60.0,82.75,106.5,U0249,2024-01-09 12:01:44.000000,2024-01-09 12:03:14.000000,90.0,0.0444444444444444,0,Human,Human,1,0,2.6666666666666665,0.6666666666666666,1,-0.5409468655992868,0,1,0,0
249,S000250,5,68.2,118.4,76.0,U0250,2024-01-03 00:02:06.000000,2024-01-03 00:04:06.000000,120.0,0.0416666666666666,0,Human,Human,1,0,2.5,0.5683333333333334,1,-0.46169586303137045,0,1,0,0
250,S000251,12,68.16666666666667,122.58333333333331,87.58333333333333,U0251,2024-01-23 13:11:17.000000,2024-01-23 13:16:47.000000,330.0,0.0363636363636363,0,Human,Human,1,0,2.1818181818181817,0.2065656565656566,1,-0.3972251580522716,0,1,0,0
251,S000252,4,70.0,138.0,92.5,U0252,2024-01-22 21:01:58.000000,2024-01-22 21:03:28.000000,90.0,0.0444444444444444,0,Human,Human,1,0,2.6666666666666665,0.7777777777777778,1,-0.5292155275072455,0,1,0,0
252,S000253,14,79.64285714285714,121.14285714285714,95.0,U0253,2024-01-13 15:15:31.000000,2024-01-13 15:22:01.000000,390.0,0.0358974358974358,0,Human,Human,1,0,2.1538461538461537,0.2042124542124542,1,-0.46494197664884457,0,1,0,0
253,S000254,5,67.0,77.4,113.4,U0254,2024-01-17 20:01:41.000000,2024-01-17 20:03:41.000000,120.0,0.0416666666666666,0,Human,Human,1,0,2.5,0.5583333333333333,1,-0.49551337716063487,0,1,0,0
254,S000255,9,76.33333333333333,80.0,100.22222222222224,U0255,2024-01-04 01:08:37.000000,2024-01-04 01:12:37.000000,240.0,0.0375,0,Human,Human,1,0,2.25,0.31805555555555554,1,-0.45397150681210524,0,1,0,0
255,S000256,11,73.45454545454545,99.9090909090909,76.18181818181819,U0256,2024-01-27 18:07:17.000000,2024-01-27 18:12:17.000000,300.0,0.0366666666666666,0,Human,Human,1,0,2.2,0.24484848484848484,1,-0.4049472753908523,0,1,0,0
256,S000257,15,78.6,95.0,96.46666666666668,U0257,2024-01-04 06:13:53.000000,2024-01-04 06:20:53.000000,420.0,0.0357142857142857,0,Human,Human,1,0,2.142857142857143,0.18714285714285714,1,-0.4729671774392875,0,1,0,0
257,S000258,14,68.28571428571429,106.0,86.07142857142857,U0258,2024-01-03 09:11:55.000000,2024-01-03 09:18:25.000000,390.0,0.0358974358974358,0,Human,Human,1,0,2.1538461538461537,0.1750915750915751,1,-0.4012441558417113,0,1,0,0
258,S000259,14,65.42857142857143,108.92857142857144,79.85714285714286,U0259,2024-01-08 20:11:30.000000,2024-01-08 20:18:00.000000,390.0,0.0358974358974358,0,Human,Human,1,0,2.1538461538461537,0.16776556776556778,1,-0.41908146094618387,0,1,0,0
259,S000260,10,62.1,97.2,105.5,U0260,2024-01-17 07:09:50.000000,2024-01-17 07:14:20.000000,270.0,0.037037037037037,0,Human,Human,1,0,2.2222222222222223,0.23,1,-0.4282577785595126,0,1,0,0
260,S000261,8,82.125,140.25,84.75,U0261,2024-01-25 14:07:35.000000,2024-01-25 14:11:05.000000,210.0,0.0380952380952381,0,Human,Human,-1,1,2.2857142857142856,0.39107142857142857,1,-0.5157099381665969,0,-1,1,0
261,S000262,11,67.72727272727273,123.0909090909091,71.81818181818181,U0262,2024-01-30 20:10:07.000000,2024-01-30 20:15:07.000000,300.0,0.0366666666666666,0,Human,Human,1,0,2.2,0.22575757575757577,1,-0.39764434759348327,0,1,0,0
262,S000263,6,68.5,116.5,86.5,U0263,2024-01-03 07:04:03.000000,2024-01-03 07:06:33.000000,150.0,0.04,0,Human,Human,1,0,2.4,0.45666666666666667,1,-0.4355016563211135,0,1,0,0
263,S000264,14,75.92857142857143,104.5,82.78571428571429,U0264,2024-01-23 20:13:27.000000,2024-01-23 20:19:57.000000,390.0,0.0358974358974358,0,Human,Human,1,0,2.1538461538461537,0.1946886446886447,1,-0.4192313871252217,0,1,0,0
264,S000265,9,70.44444444444444,117.44444444444444,105.88888888888889,U0265,2024-01-20 13:07:53.000000,2024-01-20 13:11:53.000000,240.0,0.0375,0,Human,Human,1,0,2.25,0.2935185185185185,1,-0.40507405266409025,0,1,0,0
265,S000266,13,63.53846153846154,100.3076923076923,133.53846153846155,U0266,2024-01-18 14:11:03.000000,2024-01-18 14:17:03.000000,360.0,0.0361111111111111,0,Human,Human,1,0,2.1666666666666665,0.1764957264957265,1,-0.42187960218246207,0,1,0,0
266,S000267,9,64.0,92.33333333333331,86.66666666666667,U0267,2024-01-02 02:08:18.000000,2024-01-02 02:12:18.000000,240.0,0.0375,0,Human,Human,1,0,2.25,0.26666666666666666,1,-0.42867631760867037,0,1,0,0
267,S000268,4,80.5,119.25,103.25,U0268,2024-01-17 16:03:27.000000,2024-01-17 16:04:57.000000,90.0,0.0444444444444444,0,Human,Human,1,0,2.6666666666666665,0.8944444444444445,1,-0.5430513091047783,0,1,0,0
268,S000269,3,69.0,79.33333333333333,115.66666666666669,U0269,2024-01-26 21:01:48.000000,2024-01-26 21:02:48.000000,60.0,0.05,0,Human,Human,1,0,3.0,1.15,-1,-0.556127399168789,1,1,0,1
269,S000270,8,73.125,116.5,102.625,U0270,2024-01-10 05:06:52.000000,2024-01-10 05:10:22.000000,210.0,0.0380952380952381,0,Human,Human,1,0,2.2857142857142856,0.3482142857142857,1,-0.4189182569641139,0,1,0,0
270,S000271,12,64.66666666666667,98.5,92.0,U0271,2024-01-19 01:12:23.000000,2024-01-19 01:17:53.000000,330.0,0.0363636363636363,0,Human,Human,1,0,2.1818181818181817,0.19595959595959597,1,-0.41106839444458404,0,1,0,0
271,S000272,4,62.25,112.75,98.0,U0272,2024-01-29 15:03:25.000000,2024-01-29 15:04:55.000000,90.0,0.0444444444444444,0,Human,Human,1,0,2.6666666666666665,0.6916666666666667,1,-0.5135975682465013,0,1,0,0
272,S000273,7,64.42857142857143,124.0,91.28571428571428,U0273,2024-01-01 21:04:16.000000,2024-01-01 21:07:16.000000,180.0,0.0388888888888888,0,Human,Human,1,0,2.3333333333333335,0.35793650793650794,1,-0.429205510308853,0,1,0,0
273,S000274,3,82.33333333333333,128.0,46.0,U0274,2024-01-10 13:00:49.000000,2024-01-10 13:01:49.000000,60.0,0.05,0,Human,Human,-1,1,3.0,1.3722222222222222,-1,-0.6196269122780869,1,-1,1,1
274,S000275,3,75.0,77.33333333333333,120.0,U0275,2024-01-05 17:01:05.000000,2024-01-05 17:02:05.000000,60.0,0.05,0,Human,Human,1,0,3.0,1.25,-1,-0.5663883418216439,1,1,0,1
275,S000276,10,71.6,108.7,86.7,U0276,2024-01-28 04:09:16.000000,2024-01-28 04:13:46.000000,270.0,0.037037037037037,0,Human,Human,1,0,2.2222222222222223,0.2651851851851852,1,-0.39487283439725135,0,1,0,0
276,S000277,6,58.833333333333336,116.83333333333331,72.5,U0277,2024-01-22 21:04:57.000000,2024-01-22 21:07:27.000000,150.0,0.04,0,Human,Human,1,0,2.4,0.39222222222222225,1,-0.4829099203294094,0,1,0,0
277,S000278,5,64.0,129.8,105.4,U0278,2024-01-10 01:03:10.000000,2024-01-10 01:05:10.000000,120.0,0.0416666666666666,0,Human,Human,1,0,2.5,0.5333333333333333,1,-0.48839334907216997,0,1,0,0
278,S000279,6,67.33333333333333,100.33333333333331,76.66666666666667,U0279,2024-01-05 17:03:32.000000,2024-01-05 17:06:02.000000,150.0,0.04,0,Human,Human,1,0,2.4,0.44888888888888884,1,-0.44063185160644364,0,1,0,0
279,S000280,12,67.91666666666667,101.91666666666669,90.5,U0280,2024-01-30 21:09:24.000000,2024-01-30 21:14:54.000000,330.0,0.0363636363636363,0,Human,Human,1,0,2.1818181818181817,0.20580808080808083,1,-0.3989614262127061,0,1,0,0
280,S000281,15,71.66666666666667,124.86666666666666,92.06666666666666,U0281,2024-01-23 02:15:54.000000,2024-01-23 02:22:54.000000,420.0,0.0357142857142857,0,Human,Human,1,0,2.142857142857143,0.17063492063492064,1,-0.4464712426355389,0,1,0,0
281,S000282,7,77.28571428571429,99.0,97.57142857142856,U0282,2024-01-10 06:06:44.000000,2024-01-10 06:09:44.000000,180.0,0.0388888888888888,0,Human,Human,1,0,2.3333333333333335,0.4293650793650794,1,-0.4533260914586154,0,1,0,0
282,S000283,9,70.0,129.77777777777777,98.55555555555556,U0283,2024-01-28 04:07:15.000000,2024-01-28 04:11:15.000000,240.0,0.0375,0,Human,Human,1,0,2.25,0.2916666666666667,1,-0.4292766115216907,0,1,0,0
283,S000284,3,87.66666666666667,124.66666666666669,73.0,U0284,2024-01-24 20:03:04.000000,2024-01-24 20:04:04.000000,60.0,0.05,0,Human,Human,-1,1,3.0,1.4611111111111112,-1,-0.6503948167436642,1,-1,1,1
284,S000285,9,76.11111111111111,93.0,87.44444444444444,U0285,2024-01-06 08:07:03.000000,2024-01-06 08:11:03.000000,240.0,0.0375,0,Human,Human,1,0,2.25,0.31712962962962965,1,-0.4301582079093519,0,1,0,0
285,S000286,4,72.25,143.5,123.75,U0286,2024-01-23 04:02:11.000000,2024-01-23 04:03:41.000000,90.0,0.0444444444444444,0,Human,Human,1,0,2.6666666666666665,0.8027777777777778,1,-0.5507714267915776,0,1,0,0
286,S000287,13,61.46153846153846,107.53846153846152,117.23076923076924,U0287,2024-01-07 05:12:59.000000,2024-01-07 05:18:59.000000,360.0,0.0361111111111111,0,Human,Human,1,0,2.1666666666666665,0.17072649572649573,1,-0.4391406964277886,0,1,0,0
287,S000288,7,57.71428571428572,84.71428571428571,111.0,U0288,2024-01-06 23:06:34.000000,2024-01-06 23:09:34.000000,180.0,0.0388888888888888,0,Human,Human,1,0,2.3333333333333335,0.32063492063492066,1,-0.502630685355313,0,1,0,0
288,S000289,15,77.26666666666667,110.33333333333331,98.33333333333331,U0289,2024-01-17 09:12:51.000000,2024-01-17 09:19:51.000000,420.0,0.0357142857142857,0,Human,Human,1,0,2.142857142857143,0.18396825396825398,1,-0.454767689610109,0,1,0,0
289,S000290,4,80.75,102.75,75.75,U0290,2024-01-25 06:01:32.000000,2024-01-25 06:03:02.000000,90.0,0.0444444444444444,0,Human,Human,1,0,2.6666666666666665,0.8972222222222223,1,-0.5376567642879183,0,1,0,0
290,S000291,6,78.0,77.16666666666667,99.5,U0291,2024-01-25 13:03:34.000000,2024-01-25 13:06:04.000000,150.0,0.04,0,Human,Human,1,0,2.4,0.52,1,-0.5083494700224856,0,1,0,0
291,S000292,12,68.25,93.25,93.75,U0292,2024-01-18 18:10:39.000000,2024-01-18 18:16:09.000000,330.0,0.0363636363636363,0,Human,Human,1,0,2.1818181818181817,0.20681818181818182,1,-0.4067510715875413,0,1,0,0
292,S000293,3,71.33333333333333,148.33333333333334,124.0,U0293,2024-01-11 15:00:59.000000,2024-01-11 15:01:59.000000,60.0,0.05,0,Human,Human,-1,1,3.0,1.1888888888888889,-1,-0.6079790187167178,1,-1,1,1
293,S000294,13,65.23076923076923,101.6923076923077,89.53846153846153,U0294,2024-01-06 05:14:49.000000,2024-01-06 05:20:49.000000,360.0,0.0361111111111111,0,Human,Human,1,0,2.1666666666666665,0.1811965811965812,1,-0.4101139226559236,0,1,0,0
294,S000295,10,82.1,124.2,100.7,U0295,2024-01-17 09:10:33.000000,2024-01-17 09:15:03.000000,270.0,0.037037037037037,0,Human,Human,1,0,2.2222222222222223,0.30407407407407405,1,-0.47861603688200544,0,1,0,0
295,S000296,15,66.46666666666667,112.13333333333334,81.33333333333333,U0296,2024-01-12 23:11:35.000000,2024-01-12 23:18:35.000000,420.0,0.0357142857142857,0,Human,Human,1,0,2.142857142857143,0.15825396825396826,1,-0.44314520795384005,0,1,0,0
296,S000297,11,70.45454545454545,92.0,109.54545454545456,U0297,2024-01-16 01:08:42.000000,2024-01-16 01:13:42.000000,300.0,0.0366666666666666,0,Human,Human,1,0,2.2,0.23484848484848483,1,-0.4111285291708135,0,1,0,0
297,S000298,15,68.86666666666666,108.0,103.13333333333334,U0298,2024-01-17 06:14:34.000000,2024-01-17 06:21:34.000000,420.0,0.0357142857142857,0,Human,Human,1,0,2.142857142857143,0.16396825396825396,1,-0.4356728271467651,0,1,0,0
298,S000299,7,73.0,117.0,107.85714285714286,U0299,2024-01-18 20:04:41.000000,2024-01-18 20:07:41.000000,180.0,0.0388888888888888,0,Human,Human,1,0,2.3333333333333335,0.40555555555555556,1,-0.4302550685493046,0,1,0,0
299,S000300,5,65.6,127.4,125.2,U0300,2024-01-30 20:03:47.000000,2024-01-30 20:05:47.000000,120.0,0.0416666666666666,0,Human,Human,1,0,2.5,0.5466666666666666,1,-0.47770465580258403,0,1,0,0
300,S000301,8,77.875,91.75,89.125,U0301,2024-01-13 04:08:57.000000,2024-01-13 04:12:27.000000,210.0,0.0380952380952381,0,Human,Human,1,0,2.2857142857142856,0.37083333333333335,1,-0.45172197279185794,0,1,0,0
301,S000302,3,66.33333333333333,76.66666666666667,96.33333333333331,U0302,2024-01-08 04:01:33.000000,2024-01-08 04:02:33.000000,60.0,0.05,0,Human,Human,1,0,3.0,1.1055555555555554,-1,-0.5626404774612003,1,-1,1,1
302,S000303,7,79.57142857142857,143.71428571428572,103.28571428571428,U0303,2024-01-22 01:07:40.000000,2024-01-22 01:10:40.000000,180.0,0.0388888888888888,0,Human,Human,1,0,2.3333333333333335,0.44206349206349205,1,-0.516383110003242,0,1,0,0
303,S000304,3,76.66666666666667,86.33333333333333,103.66666666666669,U0304,2024-01-27 18:01:02.000000,2024-01-27 18:02:02.000000,60.0,0.05,0,Human,Human,1,0,3.0,1.277777777777778,-1,-0.5628335288636966,1,1,0,1
304,S000305,14,67.07142857142857,126.5,103.14285714285714,U0305,2024-01-23 00:16:43.000000,2024-01-23 00:23:13.000000,390.0,0.0358974358974358,0,Human,Human,1,0,2.1538461538461537,0.17197802197802198,1,-0.42044720124334256,0,1,0,0
305,S000306,3,83.0,46.66666666666666,83.33333333333333,U0306,2024-01-18 10:01:54.000000,2024-01-18 10:02:54.000000,60.0,0.05,0,Human,Human,-1,1,3.0,1.3833333333333333,-1,-0.6599527192517247,1,-1,1,1
306,S000307,10,71.7,98.3,80.5,U0307,2024-01-14 03:09:26.000000,2024-01-14 03:13:56.000000,270.0,0.037037037037037,0,Human,Human,1,0,2.2222222222222223,0.26555555555555554,1,-0.4040650210034431,0,1,0,0
307,S000308,3,57.0,87.0,95.33333333333331,U0308,2024-01-13 20:01:49.000000,2024-01-13 20:02:49.000000,60.0,0.05,0,Human,Human,-1,1,3.0,0.95,-1,-0.5794340596871576,1,1,0,1
308,S000309,12,66.33333333333333,123.75,107.33333333333331,U0309,2024-01-24 02:13:27.000000,2024-01-24 02:18:57.000000,330.0,0.0363636363636363,0,Human,Human,1,0,2.1818181818181817,0.201010101010101,1,-0.4061454977281547,0,1,0,0
309,S000310,4,77.0,124.75,53.5,U0310,2024-01-27 21:02:22.000000,2024-01-27 21:03:52.000000,90.0,0.0444444444444444,0,Human,Human,1,0,2.6666666666666665,0.8555555555555555,1,-0.5277357346797472,0,1,0,0
310,S000311,12,71.0,106.58333333333331,99.25,U0311,2024-01-25 02:12:15.000000,2024-01-25 02:17:45.000000,330.0,0.0363636363636363,0,Human,Human,1,0,2.1818181818181817,0.21515151515151515,1,-0.396747022035899,0,1,0,0
311,S000312,6,61.66666666666666,129.5,69.0,U0312,2024-01-30 05:03:54.000000,2024-01-30 05:06:24.000000,150.0,0.04,0,Human,Human,1,0,2.4,0.41111111111111104,1,-0.47806663614002853,0,1,0,0
312,S000313,4,78.25,102.75,95.5,U0313,2024-01-07 16:03:49.000000,2024-01-07 16:05:19.000000,90.0,0.0444444444444444,0,Human,Human,1,0,2.6666666666666665,0.8694444444444445,1,-0.5260296765666659,0,1,0,0
313,S000314,14,68.78571428571429,124.85714285714286,88.78571428571429,U0314,2024-01-05 09:14:40.000000,2024-01-05 09:21:10.000000,390.0,0.0358974358974358,0,Human,Human,1,0,2.1538461538461537,0.17637362637362639,1,-0.41204722531688825,0,1,0,0
314,S000315,8,66.625,93.0,117.0,U0315,2024-01-28 19:06:07.000000,2024-01-28 19:09:37.000000,210.0,0.0380952380952381,0,Human,Human,1,0,2.2857142857142856,0.31726190476190474,1,-0.4247786154444088,0,1,0,0
315,S000316,12,69.16666666666667,110.41666666666669,109.66666666666669,U0316,2024-01-03 10:12:00.000000,2024-01-03 10:17:30.000000,330.0,0.0363636363636363,0,Human,Human,1,0,2.1818181818181817,0.2095959595959596,1,-0.39018220350678984,0,1,0,0
316,S000317,7,61.85714285714285,108.71428571428572,89.14285714285714,U0317,2024-01-02 21:05:07.000000,2024-01-02 21:08:07.000000,180.0,0.0388888888888888,0,Human,Human,1,0,2.3333333333333335,0.3436507936507936,1,-0.44658334307690856,0,1,0,0
317,S000318,7,60.42857142857143,164.0,105.0,U0318,2024-01-06 15:05:49.000000,2024-01-06 15:08:49.000000,180.0,0.0388888888888888,0,Human,Human,-1,1,2.3333333333333335,0.33571428571428574,-1,-0.5581295452586881,1,-1,1,1
318,S000319,8,65.875,98.5,101.75,U0319,2024-01-19 12:06:21.000000,2024-01-19 12:09:51.000000,210.0,0.0380952380952381,0,Human,Human,1,0,2.2857142857142856,0.3136904761904762,1,-0.41627156957908656,0,1,0,0
319,S000320,5,65.0,117.4,126.8,U0320,2024-01-24 07:04:41.000000,2024-01-24 07:06:41.000000,120.0,0.0416666666666666,0,Human,Human,1,0,2.5,0.5416666666666666,1,-0.47042329694980034,0,1,0,0
320,S000321,5,59.4,78.0,82.4,U0321,2024-01-02 05:03:10.000000,2024-01-02 05:05:10.000000,120.0,0.0416666666666666,0,Human,Human,1,0,2.5,0.495,1,-0.5329435079186382,0,1,0,0
321,S000322,9,75.55555555555556,117.11111111111111,87.66666666666667,U0322,2024-01-09 16:10:37.000000,2024-01-09 16:14:37.000000,240.0,0.0375,0,Human,Human,1,0,2.25,0.3148148148148148,1,-0.4161918099368214,0,1,0,0
322,S000323,8,66.5,91.0,96.0,U0323,2024-01-16 17:05:38.000000,2024-01-16 17:09:08.000000,210.0,0.0380952380952381,0,Human,Human,1,0,2.2857142857142856,0.31666666666666665,1,-0.42641610716769074,0,1,0,0
323,S000324,12,67.33333333333333,114.66666666666669,83.33333333333333,U0324,2024-01-06 11:13:39.000000,2024-01-06 11:19:09.000000,330.0,0.0363636363636363,0,Human,Human,1,0,2.1818181818181817,0.20404040404040402,1,-0.39546731202752466,0,1,0,0
